A,B,C,D,E,Time
0,111.08,280,659.8,54.3,2020-01-24 18:47:27
0,110.96,274,659.8,53,2020-01-24 18:47:31
0,111.08,285,659.8,55.5,2020-01-24 18:47:35
0,111.04,283,659.8,54.1,2020-01-24 18:47:40
0,111.04,275,659.8,53.3,2020-01-24 18:47:44
0,111.08,283,659.8,55.7,2020-01-24 18:47:48
0,110.96,277,659.8,54.1,2020-01-24 18:47:52
0,110.92,276,659.8,54.3,2020-01-24 18:47:56
0,110.92,286,659.8,53.4,2020-01-24 18:48:01
0,111,279,659.8,53.8,2020-01-24 18:48:05
0,110.96,276,659.8,54.1,2020-01-24 18:48:09
0,111.12,281,659.8,53.8,2020-01-24 18:48:13
0,111.16,277,659.8,53.6,2020-01-24 18:48:17
0,111.28,281,659.8,54.4,2020-01-24 18:48:22
0,111.12,281,659.8,54.6,2020-01-24 18:48:26
0,111.24,284,659.8,53.8,2020-01-24 18:48:30
0,111.12,276,659.8,53.9,2020-01-24 18:48:34
0,111.16,279,659.8,54.6,2020-01-24 18:48:38
0,111.04,279,659.8,54.3,2020-01-24 18:48:42
0,110.64,278,659.8,54.1,2020-01-24 18:48:47
0,110.76,286,659.8,54.1,2020-01-24 18:48:51
0,110.8,274,659.8,54.1,2020-01-24 18:48:55
0,110.72,279,659.8,57.8,2020-01-24 18:48:59
0,110.76,276,659.8,54.1,2020-01-24 18:49:03
0,111.04,276,659.8,53.8,2020-01-24 18:49:08
0,110.72,275,659.8,54.1,2020-01-24 18:49:12
0,110.76,274,659.8,54.1,2020-01-24 18:49:16
0,110.4,278,659.8,49.7,2020-01-24 18:49:20
0,110.68,287,659.8,55.9,2020-01-24 18:49:24
0,110.44,275,659.8,54.9,2020-01-24 18:49:29
0,110.72,281,659.8,53.3,2020-01-24 18:49:33
0,110.76,273,659.8,53.6,2020-01-24 18:49:37
0,110.84,277,659.8,53.9,2020-01-24 18:49:41
0,111.04,279,659.8,53.4,2020-01-24 18:49:45
0,110.96,285,659.8,54.1,2020-01-24 18:49:49
0,110.96,287,659.8,53.9,2020-01-24 18:49:54
0,111,282,659.8,55.1,2020-01-24 18:49:58
0,110.88,285,659.8,54.4,2020-01-24 18:50:02
0,111.16,278,659.8,54.3,2020-01-24 18:50:06
0,111.12,276,659.8,59.6,2020-01-24 18:50:10
0,111.32,276,659.8,55.7,2020-01-24 18:50:15
0,111.2,277,659.8,52.6,2020-01-24 18:50:19
0,111.32,275,659.8,54.9,2020-01-24 18:50:23
0,111.24,279,659.8,54.1,2020-01-24 18:50:27
0,111.4,279,659.8,53.6,2020-01-24 18:50:31
0,111.24,279,659.8,53.6,2020-01-24 18:50:35
0,111.28,278,659.8,54.1,2020-01-24 18:50:40
0,111.12,281,659.8,53.3,2020-01-24 18:50:44
0,111.16,274,659.8,54.1,2020-01-24 18:50:48
0,111.32,277,659.8,55.1,2020-01-24 18:50:52
0,111.4,279,659.8,55.2,2020-01-24 18:50:56
0,111.36,274,659.8,53.6,2020-01-24 18:51:01
0,111.24,280,659.8,53.9,2020-01-24 18:51:05
0,111.36,277,659.8,53.8,2020-01-24 18:51:09
0,111.16,277,659.8,54.1,2020-01-24 18:51:13
0,111.32,276,659.8,53.3,2020-01-24 18:51:17
0,111.28,272,659.8,54.7,2020-01-24 18:51:22
0,111.24,287,659.8,53.9,2020-01-24 18:51:26
0,111.28,275,659.8,53.9,2020-01-24 18:51:30
0,111.2,277,659.8,53.9,2020-01-24 18:51:34
0,111.28,279,659.8,53.6,2020-01-24 18:51:38
0,111.08,275,659.8,53.1,2020-01-24 18:51:42
0,111.44,281,659.8,53.3,2020-01-24 18:51:47
0,111.2,278,659.8,53.4,2020-01-24 18:51:51
0,110.96,282,659.8,54.1,2020-01-24 18:51:55
0,111.08,278,659.8,53.8,2020-01-24 18:51:59
0,111.04,281,659.8,54.7,2020-01-24 18:52:03
0,111.28,278,659.8,56,2020-01-24 18:52:08
0,111.24,281,659.8,53.3,2020-01-24 18:52:12
0,111.64,277,659.8,54.1,2020-01-24 18:52:16
0,111.36,276,659.8,53.3,2020-01-24 18:52:20
0,111.12,284,659.8,54.1,2020-01-24 18:52:24
0,111,275,659.8,53.6,2020-01-24 18:52:29
0,111.12,272,659.8,55.9,2020-01-24 18:52:33
0,110.96,277,659.8,53,2020-01-24 18:52:37
0,111.16,278,659.8,52.5,2020-01-24 18:52:41
0,111,278,659.8,56,2020-01-24 18:52:45
0,111.36,278,659.8,55.5,2020-01-24 18:52:49
0,111.16,280,659.8,53,2020-01-24 18:52:54
0,111.48,279,659.8,53.8,2020-01-24 18:52:58
0,110.96,280,659.8,54.3,2020-01-24 18:53:02
0,111.04,273,659.8,52.5,2020-01-24 18:53:06
0,111.12,275,659.8,54.3,2020-01-24 18:53:10
0,111.28,273,659.8,53.9,2020-01-24 18:53:15
0,111.28,277,659.8,54.3,2020-01-24 18:53:19
0,111.6,283,659.8,54.4,2020-01-24 18:53:23
0,111.44,278,659.8,54.1,2020-01-24 18:53:27
0,111.6,277,659.8,56.5,2020-01-24 18:53:31
0,111.4,278,659.8,51.5,2020-01-24 18:53:36
0,111.48,279,659.8,53.9,2020-01-24 18:53:40
0,111.12,278,659.8,54.9,2020-01-24 18:53:44
0,111.12,278,659.8,56.3,2020-01-24 18:53:48
0,111.2,278,659.8,53.8,2020-01-24 18:53:52
0,111.32,282,659.8,54.3,2020-01-24 18:53:57
0,111.32,274,659.8,54.6,2020-01-24 18:54:01
0,111.36,273,659.8,53.3,2020-01-24 18:54:05
0,111.16,283,659.8,52.6,2020-01-24 18:54:09
0,111.28,281,659.8,54.1,2020-01-24 18:54:13
0,111.16,277,659.8,54.4,2020-01-24 18:54:18
0,111.32,282,659.8,55.1,2020-01-24 18:54:22
0,111.2,279,659.8,51.7,2020-01-24 18:54:26
0,111.32,274,659.8,54.4,2020-01-24 18:54:30
0,111.2,283,659.8,53,2020-01-24 18:54:34
0,111.2,282,659.8,54.1,2020-01-24 18:54:38
0,111.44,278,659.8,53.1,2020-01-24 18:54:43
0,111.12,282,659.8,54.1,2020-01-24 18:54:47
0,111.84,272,659.8,55.5,2020-01-24 18:54:51
0,112,276,659.8,53.6,2020-01-24 18:54:55
0,111.68,278,659.8,53,2020-01-24 18:54:59
0,111.44,282,659.8,54.1,2020-01-24 18:55:04
0,111.16,280,659.8,53.8,2020-01-24 18:55:08
0,111.44,277,659.8,53,2020-01-24 18:55:12
0,111.44,278,659.8,53.9,2020-01-24 18:55:16
0,111.6,276,659.8,54.3,2020-01-24 18:55:20
0,111.68,275,659.8,53.6,2020-01-24 18:55:25
0,111.52,279,659.8,54.6,2020-01-24 18:55:29
0,111.24,283,659.8,54.1,2020-01-24 18:55:33
0,111.28,279,659.8,53.9,2020-01-24 18:55:37
0,111.44,281,659.8,53.3,2020-01-24 18:55:41
0,111.32,277,659.8,54.1,2020-01-24 18:55:45
0,111.48,290,659.8,54.1,2020-01-24 18:55:50
0,111.24,278,659.8,54.1,2020-01-24 18:55:54
0,111.48,278,659.8,55.9,2020-01-24 18:55:58
0,111.28,277,659.8,53.4,2020-01-24 18:56:02
0,111.44,280,659.8,54.3,2020-01-24 18:56:06
0,111.48,282,659.8,54.4,2020-01-24 18:56:11
0,111.44,278,659.8,53.1,2020-01-24 18:56:15
0,112,277,659.8,53.9,2020-01-24 18:56:19
0,112.04,281,659.8,55.2,2020-01-24 18:56:23
0,111.84,279,659.8,53.1,2020-01-24 18:56:27
0,111.6,279,659.8,53.9,2020-01-24 18:56:32
0,111.76,278,659.8,54.1,2020-01-24 18:56:36
0,111.92,281,659.8,55.5,2020-01-24 18:56:40
0,111.96,283,659.8,54.1,2020-01-24 18:56:44
0,112.12,274,659.8,55.1,2020-01-24 18:56:48
0,112.08,279,659.8,53.4,2020-01-24 18:56:52
0,111.92,276,659.8,56.5,2020-01-24 18:56:57
0,111.84,279,659.8,53,2020-01-24 18:57:01
0,111.96,281,659.8,49.7,2020-01-24 18:57:05
0,111.68,282,659.8,53.1,2020-01-24 18:57:09
0,111.68,278,659.8,53,2020-01-24 18:57:13
0,111.52,278,659.8,52.6,2020-01-24 18:57:18
0,111.8,280,659.8,53.8,2020-01-24 18:57:22
0,111.88,280,659.8,53.3,2020-01-24 18:57:26
0,112.04,275,659.8,53.1,2020-01-24 18:57:30
0,112.04,279,659.8,54.4,2020-01-24 18:57:34
0,111.96,280,659.8,56.7,2020-01-24 18:57:39
0,111.68,283,659.8,53,2020-01-24 18:57:43
0,111.84,281,659.8,59.9,2020-01-24 18:57:47
0,111.84,285,659.8,46.2,2020-01-24 18:57:51
0,112,280,659.8,55.9,2020-01-24 18:57:55
0,111.84,273,659.8,55.7,2020-01-24 18:57:59
0,111.96,282,659.8,53.8,2020-01-24 18:58:04
0,112,282,659.8,54.1,2020-01-24 18:58:08
0,112.4,282,659.8,51.5,2020-01-24 18:58:12
0,112.28,278,659.8,54.4,2020-01-24 18:58:16
0,112.44,278,659.8,54.1,2020-01-24 18:58:20
0,112.36,276,659.8,53.9,2020-01-24 18:58:25
0,112.44,277,659.8,54.1,2020-01-24 18:58:29
0,112.2,282,659.8,53.8,2020-01-24 18:58:33
0,112.44,282,659.8,54.1,2020-01-24 18:58:37
0,112.24,280,659.8,54.4,2020-01-24 18:58:41
0,112.32,278,659.8,54.3,2020-01-24 18:58:46
0,112.56,278,659.8,54.1,2020-01-24 18:58:50
0,112.4,276,659.8,53.3,2020-01-24 18:58:54
0,112.32,277,659.8,54.1,2020-01-24 18:58:58
0,112.16,279,659.8,54.1,2020-01-24 18:59:02
0,111.96,289,659.8,54.6,2020-01-24 18:59:06
0,112.04,280,659.8,53.1,2020-01-24 18:59:11
0,112,274,659.8,53.4,2020-01-24 18:59:15
0,112.08,281,659.8,54.1,2020-01-24 18:59:19
0,112,278,659.8,54.1,2020-01-24 18:59:23
0,112.24,278,659.8,53.3,2020-01-24 18:59:27
0,112.28,281,659.8,54.1,2020-01-24 18:59:32
0,112.52,278,659.8,53.8,2020-01-24 18:59:36
0,112.36,278,659.8,52.6,2020-01-24 18:59:40
0,112.48,279,659.8,54.1,2020-01-24 18:59:44
0,112.52,278,659.8,54.4,2020-01-24 18:59:48
0,112.52,282,659.8,53.9,2020-01-24 18:59:53
0,112.48,275,659.8,53,2020-01-24 18:59:57
0,112.4,278,659.8,53.8,2020-01-24 19:00:01
0,112.72,279,659.8,53.6,2020-01-24 19:00:05
0,112.48,278,659.8,54.1,2020-01-24 19:00:09
0,112.92,277,659.8,53.3,2020-01-24 19:00:13
0,112.72,283,659.8,53.4,2020-01-24 19:00:18
0,112.44,279,659.8,54.7,2020-01-24 19:00:22
0,112.16,279,659.8,54.3,2020-01-24 19:00:26
0,112.2,279,659.8,49.4,2020-01-24 19:00:30
0,112.04,274,659.8,53.8,2020-01-24 19:00:34
0,112.28,281,659.8,54.1,2020-01-24 19:00:39
0,112.16,279,659.8,54.1,2020-01-24 19:00:43
0,112.28,282,659.8,53.1,2020-01-24 19:00:47
0,112,282,659.8,53.9,2020-01-24 19:00:51
0,112.24,282,659.8,57,2020-01-24 19:00:55
0,112.4,282,659.8,53.8,2020-01-24 19:00:59
0,112.56,277,659.8,55.9,2020-01-24 19:01:04
0,112.4,282,659.8,53.8,2020-01-24 19:01:08
0,112.76,278,659.8,54.1,2020-01-24 19:01:12
0,112.64,287,659.8,53.8,2020-01-24 19:01:16
0,113.04,279,659.8,54.9,2020-01-24 19:01:20
0,112.8,281,659.8,54.6,2020-01-24 19:01:25
0,113.04,281,659.8,53.8,2020-01-24 19:01:29
0,113.2,281,659.8,53.9,2020-01-24 19:01:33
0,113.12,283,659.8,54.1,2020-01-24 19:01:37
0,113,279,659.8,53.6,2020-01-24 19:01:42
0,113.2,279,659.8,53.6,2020-01-24 19:01:46
0,112.72,275,659.8,54.1,2020-01-24 19:01:50
0,112.6,280,659.8,54.3,2020-01-24 19:01:54
0,112.52,288,659.8,54.1,2020-01-24 19:01:58
0,112.48,283,659.8,53.9,2020-01-24 19:02:03
0,112.6,277,659.8,54.1,2020-01-24 19:02:07
0,112.44,283,659.8,53,2020-01-24 19:02:11
0,112.6,282,659.8,53.8,2020-01-24 19:02:15
0,112.48,281,659.8,54.7,2020-01-24 19:02:19
0,112.76,277,659.8,53.6,2020-01-24 19:02:23
0,112.72,278,659.8,53.9,2020-01-24 19:02:28
0,112.72,281,659.8,54.1,2020-01-24 19:02:32
0,112.8,279,659.8,54.1,2020-01-24 19:02:36
0,112.8,274,659.8,53.1,2020-01-24 19:02:40
0,112.4,281,659.8,53.6,2020-01-24 19:02:44
0,112.4,278,659.8,54.1,2020-01-24 19:02:49
0,112.32,278,659.8,52,2020-01-24 19:02:53
0,112.4,279,659.8,54.6,2020-01-24 19:02:57
0,112.12,281,659.8,53.9,2020-01-24 19:03:01
0,112.2,281,659.8,54.1,2020-01-24 19:03:05
0,112.2,278,659.8,53.1,2020-01-24 19:03:10
0,112.4,277,659.8,54.6,2020-01-24 19:03:14
0,112.44,279,659.8,53.9,2020-01-24 19:03:18
0,112.56,281,659.8,53.6,2020-01-24 19:03:22
0,112.36,282,659.8,53,2020-01-24 19:03:26
0,112.48,275,659.8,53.1,2020-01-24 19:03:30
0,112.36,279,659.8,53.6,2020-01-24 19:03:35
0,112.32,275,659.8,53.6,2020-01-24 19:03:39
0,112,272,659.8,54.1,2020-01-24 19:03:43
0,111.72,282,659.8,54.3,2020-01-24 19:03:47
0,112.28,280,659.8,53.8,2020-01-24 19:03:51
0,112.36,281,659.8,53.1,2020-01-24 19:03:56
0,112.4,281,659.8,53.4,2020-01-24 19:04:00
0,112.56,287,659.8,54.9,2020-01-24 19:04:04
0,112.28,281,659.8,53.6,2020-01-24 19:04:08
0,112.72,288,659.8,53.1,2020-01-24 19:04:12
0,112.68,279,659.8,54.3,2020-01-24 19:04:16
0,112.52,280,659.8,53.8,2020-01-24 19:04:21
0,112.44,282,659.8,53.8,2020-01-24 19:04:25
0,112.44,279,659.8,54.4,2020-01-24 19:04:29
0,112.4,283,659.8,54.1,2020-01-24 19:04:33
0,112.52,279,659.8,54.3,2020-01-24 19:04:38
0,112.6,279,659.8,54.6,2020-01-24 19:04:42
0,112.4,278,659.8,54.3,2020-01-24 19:04:46
0,112.28,274,659.8,53,2020-01-24 19:04:50
0,112.4,277,659.8,54.1,2020-01-24 19:04:54
0,112.52,277,659.8,52.6,2020-01-24 19:04:58
0,112.64,281,659.8,52.5,2020-01-24 19:05:03
0,112.6,277,659.8,53,2020-01-24 19:05:07
0,112.76,275,659.8,53.3,2020-01-24 19:05:11
0,112.88,277,659.8,54.1,2020-01-24 19:05:15
0,112.8,279,659.8,53.3,2020-01-24 19:05:19
0,112.72,285,659.8,54.1,2020-01-24 19:05:24
0,112.76,278,659.8,54.1,2020-01-24 19:05:28
0,113,281,659.8,53.9,2020-01-24 19:05:32
0,112.96,277,659.8,54.4,2020-01-24 19:05:36
0,113.08,281,659.8,53.3,2020-01-24 19:05:40
0,112.64,289,659.8,54.1,2020-01-24 19:05:44
0,112.88,276,659.8,55.5,2020-01-24 19:05:49
0,112.88,273,659.8,53.1,2020-01-24 19:05:53
0,113.04,281,659.8,54.3,2020-01-24 19:05:57
0,113.04,280,659.8,54.1,2020-01-24 19:06:01
0,113.36,278,659.8,56.3,2020-01-24 19:06:05
0,113.16,281,659.8,53.9,2020-01-24 19:06:10
0,113.16,282,659.8,53,2020-01-24 19:06:14
0,112.84,282,659.8,53.8,2020-01-24 19:06:18
0,113.2,282,659.8,53.1,2020-01-24 19:06:22
0,113.08,279,659.8,54.1,2020-01-24 19:06:26
0,113.08,281,659.8,53.6,2020-01-24 19:06:31
0,112.84,282,659.8,53,2020-01-24 19:06:35
0,113.04,275,659.8,53.1,2020-01-24 19:06:39
0,112.92,283,659.8,56,2020-01-24 19:06:43
0,113.16,279,659.8,59.2,2020-01-24 19:06:47
0,113.04,290,659.8,54.1,2020-01-24 19:06:51
0,113.2,281,659.8,53,2020-01-24 19:06:56
0,112.88,282,659.8,53.1,2020-01-24 19:07:00
0,113.12,279,659.8,55.5,2020-01-24 19:07:04
0,112.92,277,659.8,54.3,2020-01-24 19:07:08
0,112.92,278,659.8,53.6,2020-01-24 19:07:12
0,112.92,275,659.8,54.1,2020-01-24 19:07:17
0,113,283,659.8,54.4,2020-01-24 19:07:21
0,112.92,278,659.8,54.1,2020-01-24 19:07:25
0,113,278,659.8,54.1,2020-01-24 19:07:29
0,112.8,276,659.8,53.6,2020-01-24 19:07:33
0,112.92,281,659.8,53.1,2020-01-24 19:07:38
0,112.76,278,659.8,53.6,2020-01-24 19:07:42
0,112.84,288,659.8,53.3,2020-01-24 19:07:46
0,112.68,272,659.8,54.3,2020-01-24 19:07:50
0,112.96,282,659.8,53.1,2020-01-24 19:07:54
0,112.8,275,659.8,53.9,2020-01-24 19:07:58
0,113.08,278,659.8,55.9,2020-01-24 19:08:03
0,113.04,280,659.8,54.1,2020-01-24 19:08:07
0,113.08,289,659.8,54.3,2020-01-24 19:08:11
0,112.76,279,659.8,53.6,2020-01-24 19:08:15
0,112.84,284,659.8,54.1,2020-01-24 19:08:19
0,112.92,288,659.8,53.8,2020-01-24 19:08:24
0,113.12,275,659.8,53.4,2020-01-24 19:08:28
0,112.76,287,659.8,53,2020-01-24 19:08:32
0,112.84,281,659.8,54.3,2020-01-24 19:08:36
0,112.6,281,659.8,53.1,2020-01-24 19:08:43
0,112.8,282,659.8,53.8,2020-01-24 19:08:48
0,112.84,279,659.8,53.1,2020-01-24 19:08:52
0,112.8,283,659.8,52.2,2020-01-24 19:08:56
0,112.76,278,659.8,53.6,2020-01-24 19:09:00
0,112.92,276,659.8,54.1,2020-01-24 19:09:04
0,112.8,281,659.8,53.8,2020-01-24 19:09:08
0,113.04,279,659.8,55.5,2020-01-24 19:09:13
0,112.8,282,659.8,54.4,2020-01-24 19:09:17
0,113.04,281,659.8,54.1,2020-01-24 19:09:21
0,112.88,278,659.8,53.3,2020-01-24 19:09:25
0,113.16,282,659.8,53.8,2020-01-24 19:09:29
0,112.92,277,659.8,53,2020-01-24 19:09:34
0,113,281,659.8,54.6,2020-01-24 19:09:38
0,113.12,284,659.8,53.1,2020-01-24 19:09:43
0,113.12,282,659.8,57.2,2020-01-24 19:09:47
0,113.12,279,659.8,54.1,2020-01-24 19:09:52
0,112.96,282,659.8,54.3,2020-01-24 19:09:57
0,113.04,281,659.8,53,2020-01-24 19:10:02
0,113.08,279,659.8,53.8,2020-01-24 19:10:06
0,113.08,282,659.8,53.8,2020-01-24 19:10:11
0,112.92,278,659.8,53.9,2020-01-24 19:10:16
0,112.96,274,659.8,54.4,2020-01-24 19:10:20
0,112.8,285,659.8,54.1,2020-01-24 19:10:25
0,112.92,283,659.8,53.3,2020-01-24 19:10:30
0,113,277,659.8,53.9,2020-01-24 19:10:35
0,112.68,281,659.8,54.1,2020-01-24 19:10:40
0,112.52,281,659.8,53.8,2020-01-24 19:10:45
0,112.48,283,659.8,55.1,2020-01-24 19:10:49
0,112.6,278,659.8,53.3,2020-01-24 19:10:54
0,112.64,282,659.8,53.1,2020-01-24 19:10:58
0,112.92,277,659.8,53.1,2020-01-24 19:11:03
0,112.8,282,659.8,53.6,2020-01-24 19:11:08
0,112.96,283,659.8,48.9,2020-01-24 19:11:13
0,113.12,283,659.8,53.3,2020-01-24 19:11:18
0,112.88,283,659.8,54.4,2020-01-24 19:11:22
0,113.04,277,659.8,54.1,2020-01-24 19:11:27
0,113.16,281,659.8,53.8,2020-01-24 19:11:32
0,113.08,278,659.8,54.4,2020-01-24 19:11:36
0,112.92,278,659.8,54.1,2020-01-24 19:11:41
0,113.04,282,659.8,53.1,2020-01-24 19:11:46
0,113.2,276,659.8,51.5,2020-01-24 19:11:50
0,112.92,278,659.8,53.4,2020-01-24 19:11:55
0,113,277,659.8,54.1,2020-01-24 19:12:00
0,112.96,282,659.8,54.1,2020-01-24 19:12:05
0,113.28,282,659.8,52.6,2020-01-24 19:12:09
0,113.16,291,659.8,54.3,2020-01-24 19:12:14
0,112.96,281,659.8,53.8,2020-01-24 19:12:19
0,113.12,281,659.8,53.3,2020-01-24 19:12:24
0,112.84,280,659.8,54.4,2020-01-24 19:12:29
0,113,282,659.8,53.9,2020-01-24 19:12:33
0,112.84,289,659.8,54.1,2020-01-24 19:12:38
0,113.12,289,659.8,54.3,2020-01-24 19:12:43
0,112.8,279,659.8,56.2,2020-01-24 19:12:47
0,112.8,281,659.8,55.7,2020-01-24 19:12:52
0,112.6,278,659.8,54.1,2020-01-24 19:12:56
0,112.84,279,659.8,53,2020-01-24 19:13:00
0,112.68,278,659.8,53.1,2020-01-24 19:13:04
0,112.68,284,659.8,54.3,2020-01-24 19:13:08
0,112.68,289,659.8,54.1,2020-01-24 19:13:13
0,112.6,283,659.8,53.6,2020-01-24 19:13:17
0,112.56,283,659.8,53,2020-01-24 19:13:21
0,112.56,282,659.8,53.3,2020-01-24 19:13:25
0,112.32,279,659.8,55.7,2020-01-24 19:13:30
0,112.52,283,659.8,54.1,2020-01-24 19:13:34
0,112.48,274,659.8,57,2020-01-24 19:13:38
0,112.72,280,659.8,53.8,2020-01-24 19:13:42
0,112.72,282,659.8,54.1,2020-01-24 19:13:46
0,112.88,283,659.8,53.1,2020-01-24 19:13:50
0,112.72,280,659.8,54.1,2020-01-24 19:13:55
0,112.8,282,659.8,51.8,2020-01-24 19:13:59
0,112.68,282,659.8,51.4,2020-01-24 19:14:03
0,112.92,282,659.8,54.1,2020-01-24 19:14:07
0,112.8,283,659.8,53.1,2020-01-24 19:14:11
0,112.88,281,659.8,54.4,2020-01-24 19:14:16
0,112.44,284,659.8,53.3,2020-01-24 19:14:20
0,112.92,283,659.8,54.1,2020-01-24 19:14:24
0,112.76,288,659.8,55.9,2020-01-24 19:14:29
0,112.96,282,659.8,53.9,2020-01-24 19:14:33
0,112.88,275,659.8,53.3,2020-01-24 19:14:37
0,113,281,659.8,53.3,2020-01-24 19:14:41
0,112.96,283,659.8,56.2,2020-01-24 19:14:45
0,112.92,284,659.8,54.6,2020-01-24 19:14:49
0,112.8,282,659.8,53.3,2020-01-24 19:14:54
0,112.92,278,659.8,52.3,2020-01-24 19:14:58
0,112.64,283,659.8,53.6,2020-01-24 19:15:02
0,112.84,282,659.8,54.1,2020-01-24 19:15:06
0,112.56,280,659.8,55.5,2020-01-24 19:15:10
0,112.68,278,659.8,53.4,2020-01-24 19:15:15
0,112.48,279,659.8,53.6,2020-01-24 19:15:19
0,112.8,279,659.8,54.6,2020-01-24 19:15:23
0,112.64,279,659.8,54.9,2020-01-24 19:15:27
0,112.76,285,659.8,53.1,2020-01-24 19:15:31
0,112.6,288,659.8,53.4,2020-01-24 19:15:36
0,112.76,283,659.8,52,2020-01-24 19:15:40
0,112.8,276,659.8,54.4,2020-01-24 19:15:44
0,112.72,283,659.8,55.9,2020-01-24 19:15:48
0,112.72,281,659.8,52.6,2020-01-24 19:15:52
0,112.72,282,659.8,54.4,2020-01-24 19:15:56
0,113.24,283,659.8,54.1,2020-01-24 19:16:01
0,113,283,659.8,54.1,2020-01-24 19:16:05
0,113.16,280,659.8,53.6,2020-01-24 19:16:09
0,112.96,285,659.8,54.4,2020-01-24 19:16:13
0,113.04,280,659.8,51.8,2020-01-24 19:16:17
0,113.04,283,659.8,54.1,2020-01-24 19:16:22
0,113.16,281,659.8,53.3,2020-01-24 19:16:26
0,112.88,279,659.8,57,2020-01-24 19:16:30
0,112.92,275,659.8,53.3,2020-01-24 19:16:34
0,112.88,282,659.8,53.4,2020-01-24 19:16:38
0,112.96,281,659.8,53,2020-01-24 19:16:43
0,112.88,283,659.8,54.1,2020-01-24 19:16:47
0,112.72,281,659.8,53.6,2020-01-24 19:16:51
0,112.88,284,659.8,54.9,2020-01-24 19:16:55
0,112.88,279,659.8,49.6,2020-01-24 19:16:59
0,112.88,279,659.8,53.6,2020-01-24 19:17:04
0,112.72,282,659.8,53.6,2020-01-24 19:17:08
0,112.84,284,659.8,54.1,2020-01-24 19:17:12
0,112.92,282,659.8,54.3,2020-01-24 19:17:16
0,112.96,277,659.8,54.1,2020-01-24 19:17:20
0,112.84,282,659.8,52.6,2020-01-24 19:17:24
0,113.12,285,659.8,53.8,2020-01-24 19:17:29
0,112.92,278,659.8,58.1,2020-01-24 19:17:33
0,112.92,283,659.8,54.3,2020-01-24 19:17:37
0,112.72,284,659.8,53.8,2020-01-24 19:17:41
0,112.6,283,659.8,53.8,2020-01-24 19:17:45
0,112.68,281,659.8,52.5,2020-01-24 19:17:50
0,112.28,279,659.8,52.6,2020-01-24 19:17:54
0,112.44,284,659.8,53.6,2020-01-24 19:17:58
0,112.2,279,659.8,54.1,2020-01-24 19:18:02
0,112.52,287,659.8,54.6,2020-01-24 19:18:06
0,112.56,283,659.8,53.1,2020-01-24 19:18:11
0,112.24,284,659.8,53,2020-01-24 19:18:15
0,112.36,281,659.8,53.8,2020-01-24 19:18:19
0,112.52,282,659.8,55.5,2020-01-24 19:18:23
0,112.6,290,659.8,55.2,2020-01-24 19:18:27
0,112.68,283,659.8,54.1,2020-01-24 19:18:31
0,112.6,279,659.8,54.6,2020-01-24 19:18:36
0,112.56,285,659.8,54.9,2020-01-24 19:18:40
0,112.84,283,659.8,54.1,2020-01-24 19:18:45
0,112.72,282,659.8,53.6,2020-01-24 19:18:49
0,112.56,282,659.8,54.4,2020-01-24 19:18:53
0,112.8,282,659.8,53.4,2020-01-24 19:18:58
0,112.84,278,659.8,53.1,2020-01-24 19:19:02
0,112.68,283,659.8,54.9,2020-01-24 19:19:06
0,112.8,290,659.8,54.1,2020-01-24 19:19:10
0,112.68,279,659.8,54.1,2020-01-24 19:19:14
0,112.68,282,659.8,53.6,2020-01-24 19:19:19
0,112.8,283,659.8,55.1,2020-01-24 19:19:25
0,112.84,285,659.8,54.1,2020-01-24 19:19:29
0,112.8,283,659.8,53.4,2020-01-24 19:19:33
0,112.84,283,659.8,54.3,2020-01-24 19:19:38
0,112.84,279,659.8,54.3,2020-01-24 19:19:42
0,112.8,281,659.8,53.8,2020-01-24 19:19:46
0,112.56,281,659.8,52.5,2020-01-24 19:19:50
0,112.92,282,659.8,54.3,2020-01-24 19:19:54
0,113,279,659.8,53.3,2020-01-24 19:19:59
0,113.24,279,659.8,52.6,2020-01-24 19:20:03
0,113.08,283,659.8,54.1,2020-01-24 19:20:07
0,113.08,281,659.8,54.4,2020-01-24 19:20:11
0,113.2,285,659.8,53.1,2020-01-24 19:20:15
0,113.16,280,659.8,53,2020-01-24 19:20:20
0,113.12,283,659.8,55.5,2020-01-24 19:20:24
0,113.2,282,659.8,53.6,2020-01-24 19:20:28
0,113.12,282,659.8,54.7,2020-01-24 19:20:32
0,113.04,279,659.8,54.1,2020-01-24 19:20:36
0,112.92,287,659.8,55.5,2020-01-24 19:20:40
0,112.88,288,659.8,52,2020-01-24 19:20:45
0,112.96,281,659.8,52.6,2020-01-24 19:20:49
0,112.8,281,659.8,56,2020-01-24 19:20:53
0,112.8,282,659.8,53.1,2020-01-24 19:20:57
0,112.76,284,659.8,53.3,2020-01-24 19:21:01
0,112.76,279,659.8,52.6,2020-01-24 19:21:06
0,112.92,281,659.8,54.1,2020-01-24 19:21:10
0,112.92,277,659.8,53.8,2020-01-24 19:21:14
0,113.12,281,659.8,53.9,2020-01-24 19:21:18
0,113.12,283,659.8,54.1,2020-01-24 19:21:22
0,112.92,283,659.8,53.9,2020-01-24 19:21:27
0,112.96,280,659.8,53.9,2020-01-24 19:21:31
0,113.24,281,659.8,54.3,2020-01-24 19:21:35
0,113.08,285,659.8,56,2020-01-24 19:21:39
0,113.16,283,659.8,53.9,2020-01-24 19:21:43
0,113.16,282,659.8,53.4,2020-01-24 19:21:48
